model: meta-llama/Llama-2-7b-hf
fewshot: 1
=================0.6=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
| - stem                                |N/A    |none  |     0|acc   |0.2309|±  |0.0477|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2000|±  |0.0402|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.2593|±  |0.0379|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2500|±  |0.0352|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2569|±  |0.0365|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2300|±  |0.0423|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.3400|±  |0.0476|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2300|±  |0.0423|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2157|±  |0.0409|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2596|±  |0.0287|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2345|±  |0.0353|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.1905|±  |0.0202|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2065|±  |0.0230|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2118|±  |0.0287|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2370|±  |0.0259|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2185|±  |0.0337|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.1528|±  |0.0245|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.3571|±  |0.0455|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2438|±  |0.0382|
| - humanities     |N/A    |none  |     0|acc   |0.2489|±  |0.0295|
| - other          |N/A    |none  |     0|acc   |0.2514|±  |0.0436|
| - social_sciences|N/A    |none  |     0|acc   |0.2415|±  |0.0303|
| - stem           |N/A    |none  |     0|acc   |0.2309|±  |0.0477|

==============================================
H2O
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2507|±  |0.0383|
| - humanities                          |N/A    |none  |     0|acc   |0.2601|±  |0.0285|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2063|±  |0.0362|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2242|±  |0.0326|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2402|±  |0.0300|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2447|±  |0.0280|
|  - international_law                  |Yaml   |none  |     0|acc   |0.3223|±  |0.0427|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2315|±  |0.0408|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2638|±  |0.0346|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2543|±  |0.0234|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2458|±  |0.0144|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2830|±  |0.0256|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2778|±  |0.0249|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2705|±  |0.0113|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2690|±  |0.0340|
| - other                               |N/A    |none  |     0|acc   |0.2453|±  |0.0431|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2900|±  |0.0456|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2226|±  |0.0256|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2948|±  |0.0348|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.2287|±  |0.0282|
|  - management                         |Yaml   |none  |     0|acc   |0.2233|±  |0.0412|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2863|±  |0.0296|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.1900|±  |0.0394|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2618|±  |0.0157|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2484|±  |0.0247|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2624|±  |0.0262|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1691|±  |0.0228|
|  - virology                           |Yaml   |none  |     0|acc   |0.1928|±  |0.0307|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2437|±  |0.0349|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2368|±  |0.0400|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2475|±  |0.0307|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.2746|±  |0.0322|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2308|±  |0.0214|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2185|±  |0.0268|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2183|±  |0.0177|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2214|±  |0.0364|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2729|±  |0.0180|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.1909|±  |0.0376|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2735|±  |0.0285|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2836|±  |0.0319|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.1900|±  |0.0394|
| - stem                                |N/A    |none  |     0|acc   |0.2490|±  |0.0469|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3259|±  |0.0405|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.3092|±  |0.0376|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.1806|±  |0.0322|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2100|±  |0.0409|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2353|±  |0.0422|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2128|±  |0.0268|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.3034|±  |0.0383|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2566|±  |0.0225|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2097|±  |0.0232|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2562|±  |0.0307|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.2900|±  |0.0456|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2407|±  |0.0261|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2252|±  |0.0341|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2315|±  |0.0288|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2411|±  |0.0406|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2507|±  |0.0383|
| - humanities     |N/A    |none  |     0|acc   |0.2601|±  |0.0285|
| - other          |N/A    |none  |     0|acc   |0.2453|±  |0.0431|
| - social_sciences|N/A    |none  |     0|acc   |0.2437|±  |0.0349|
| - stem           |N/A    |none  |     0|acc   |0.2490|±  |0.0469|

==============================================
H2O-decay
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2502|±  |0.0380|
| - humanities                          |N/A    |none  |     0|acc   |0.2470|±  |0.0304|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2302|±  |0.0376|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2000|±  |0.0312|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2206|±  |0.0291|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2025|±  |0.0262|
|  - international_law                  |Yaml   |none  |     0|acc   |0.2479|±  |0.0394|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.3241|±  |0.0452|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2883|±  |0.0356|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2399|±  |0.0230|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2391|±  |0.0143|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2090|±  |0.0231|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2562|±  |0.0243|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2660|±  |0.0113|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2456|±  |0.0330|
| - other                               |N/A    |none  |     0|acc   |0.2469|±  |0.0387|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2300|±  |0.0423|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2604|±  |0.0270|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2717|±  |0.0339|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.2108|±  |0.0274|
|  - management                         |Yaml   |none  |     0|acc   |0.3010|±  |0.0454|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2479|±  |0.0283|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2452|±  |0.0154|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2843|±  |0.0258|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2589|±  |0.0261|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1728|±  |0.0230|
|  - virology                           |Yaml   |none  |     0|acc   |0.2530|±  |0.0338|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2470|±  |0.0353|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2807|±  |0.0423|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2273|±  |0.0299|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.2280|±  |0.0303|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2256|±  |0.0212|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2227|±  |0.0270|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2477|±  |0.0185|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2290|±  |0.0369|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2729|±  |0.0180|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.3273|±  |0.0449|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2571|±  |0.0280|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2388|±  |0.0301|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.1900|±  |0.0394|
| - stem                                |N/A    |none  |     0|acc   |0.2613|±  |0.0475|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3037|±  |0.0397|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2566|±  |0.0355|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2361|±  |0.0355|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2100|±  |0.0409|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2549|±  |0.0434|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2128|±  |0.0268|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.3172|±  |0.0388|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2434|±  |0.0221|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2323|±  |0.0240|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2857|±  |0.0318|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.3700|±  |0.0485|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2815|±  |0.0274|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2583|±  |0.0357|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2222|±  |0.0284|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.3036|±  |0.0436|
